Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,Developed regions,616,Poland,2005,Female,-,-,-,32.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,616,Poland,2007,Female,-,-,-,36.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2009,Female,-,-,-,35.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2010,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2001,Female,-,-,-,29.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2004,Female,-,-,-,32.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2006,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2011,Female,-,-,-,38,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,616,Poland,2002,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2012,Female,-,-,-,37.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2013,Female,-,-,-,37.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2015,Female,-,-,-,40.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2014,Female,-,-,-,38.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2016,Female,-,-,-,41.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,616,Poland,2017,Female,-,-,-,41.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2003,Female,-,-,-,32.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2008,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2000,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2005,Female,-,-,-,34.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2007,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2009,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2010,Female,-,-,-,32.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2001,Female,-,-,-,30.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2004,Female,-,-,-,33.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2006,Female,-,-,-,33,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2011,Female,-,-,-,33.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2002,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2012,Female,-,-,-,35.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2013,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2015,Female,-,-,-,32.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2014,Female,-,-,-,35.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2016,Female,-,-,-,35.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,620,Portugal,2017,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2003,Female,-,-,-,33.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,642,Romania,2008,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2000,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2005,Female,-,-,-,29.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,642,Romania,2007,Female,-,-,-,28.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2009,Female,-,-,-,31.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2010,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,642,Romania,2001,Female,-,-,-,28.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2004,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2006,Female,-,-,-,30.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2011,Female,-,-,-,30.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,642,Romania,2002,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,642,Romania,2012,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2013,Female,-,-,-,31.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2015,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2014,Female,-,-,-,31.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2016,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,642,Romania,2017,Female,-,-,-,30.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2003,Female,-,-,-,38.7,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2008,Female,-,-,-,37.1,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2000,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2005,Female,-,-,-,39,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2007,Female,-,-,-,38.7,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2009,Female,-,-,-,37.4,-,-,Percentage,Country data,-,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2010,Female,-,-,-,38.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2001,Female,-,-,-,36.6,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2004,Female,-,-,-,38.1,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2006,Female,-,-,-,38.9,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2011,Female,-,-,-,39.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2002,Female,-,-,-,37.5,-,-,Percentage,Country data,-,Age coverage - maximum age: 72 years old;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2012,Female,-,-,-,39.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2013,Female,-,-,-,38.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2015,Female,-,-,-,38.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2014,Female,-,-,-,38.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2016,Female,-,-,-,42,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Developed regions,643,Russian Federation,2017,Female,-,-,-,41.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
